matchNum,summoner,matchId,blueKills-redKills,blueAssists-redAssists,blueGold-redGold,blueAvgLevel-redAvgLevel,blueDamageToTurrets-redDamageToTurrets,blueDragonKills-redDragonKills,gameLength,numPlayers,outcome
1446,GinTonike,NA1_4272971063,-21,-26,-8579,-0.6,-13496,-3,1830,10,0
1447,GinTonike,NA1_4211054447,-22,-17,-14682,-1.8,-7987,1,1317,10,0
1448,IRiisIIris,NA1_4223032476,-19,-31,-10604,-1.2,-5317,-2,1229,10,0
1449,IRiisIIris,NA1_4212342842,12,16,10948,1.0,17538,5,1889,10,1
1450,IRiisIIris,NA1_4212268099,-4,-9,-2500,-0.4,-175,-1,623,10,0
1451,IRiisIIris,NA1_4198294240,1,3,7282,0.4,8031,0,1889,10,1
1452,IRiisIIris,NA1_4196651817,8,6,6947,1.0,6723,2,1160,10,1
1453,IRiisIIris,NA1_4194083540,12,14,8728,1.2,6134,2,1046,10,1
1454,IRiisIIris,NA1_4194040521,14,19,10005,1.8,15159,1,1788,10,1
1455,IRiisIIris,NA1_4192611254,14,15,8675,1.8,11306,2,1502,10,1
1456,IRiisIIris,NA1_4172229329,-18,-23,-10299,-1.6,-5510,-2,1627,10,0
1457,IRiisIIris,NA1_4169740605,-7,23,-10177,-1.2,-16967,-1,2017,10,0
1458,IRiisIIris,NA1_4169675690,-28,-24,-19128,-2.0,-21071,-3,1324,10,0
1459,IRiisIIris,NA1_4168158585,11,22,10606,1.6,16586,0,1274,10,1
1460,IRiisIIris,NA1_4168173309,1,-4,-3017,-0.4,-5790,1,935,10,0
1461,IRiisIIris,NA1_4167772484,-4,-13,-6462,-1.2,-2539,1,1718,10,0
1462,IRiisIIris,NA1_4167708431,15,21,12816,1.6,6843,3,2117,10,1
1463,I oneshot twinks,NA1_4280614457,-3,-2,4445,-0.2,17658,0,1680,10,1
1464,I oneshot twinks,NA1_4280575867,-11,-24,-9234,-1.4,-7739,3,1878,10,0
1465,I oneshot twinks,NA1_4280530101,-7,-18,-8930,-1.2,-8027,-3,1499,10,0
1466,I oneshot twinks,NA1_4278153568,-19,-34,-6149,-0.6,-6443,-2,1525,10,0
1467,I oneshot twinks,NA1_4275628643,-3,-5,5343,0.2,17369,1,1780,10,1
1468,I oneshot twinks,NA1_4275270001,-10,0,-7632,-0.6,-19809,3,1970,10,0
1469,I oneshot twinks,NA1_4275167948,5,26,3504,0.4,-8446,1,2293,10,1
1470,I oneshot twinks,NA1_4268182969,20,17,11766,1.2,9710,2,953,10,1
1471,I oneshot twinks,NA1_4266356916,-7,18,2531,0.0,15640,-1,2228,10,1
1472,I oneshot twinks,NA1_4266312064,3,0,-145,-0.6,3527,0,1420,10,0
1473,I oneshot twinks,NA1_4264877417,22,22,11384,2.0,19323,2,1739,10,1
1474,I oneshot twinks,NA1_4264883632,11,30,6393,1.2,16200,0,1685,10,1
1475,I oneshot twinks,NA1_4253442888,25,50,9715,2.0,11570,3,1441,10,1
1476,I oneshot twinks,NA1_4252552407,-23,-31,-5989,-0.6,-12672,-4,1663,10,0
1477,I oneshot twinks,NA1_4252515310,-18,-53,-11190,-1.2,-14741,-2,2222,10,0
